shift_type,shift_level,raw_return,episode_length,robustness_drop
gravity,0.5,343.64502181009635,171.8,0.8071895052591622
gravity,1.0,1782.2941758019945,550.1,0.0
gravity,1.5,831.7688045223316,260.3,0.5333156468695448
gravity,2.0,359.373418684746,140.1,0.7983647012014525
obs_noise,0.0,1782.2941758019945,550.1,0.0
obs_noise,0.01,1575.5213562562128,487.4,0.11601497797227457
obs_noise,0.1,1060.9529299518176,341.3,0.4047262543096112
obs_noise,0.3,327.18008431891246,152.3,0.8164275635520785
friction,0.5,693.2603180777598,234.6,0.6110292411375875
friction,1.0,1782.2941758019945,550.1,0.0
friction,1.5,398.7175389990259,154.2,0.7762897144520985
friction,2.0,299.7496457764616,129.0,0.8318180860117659
reward_perturb,0.0,1782.2941758019945,550.1,0.0
reward_perturb,0.1,1783.034811217482,550.1,-0.00041555172291031105
reward_perturb,0.5,1780.4843078738063,550.1,0.0010154709322178909
reward_perturb,1.0,1786.8336033403364,550.1,-0.00254695751126452
